title;link;rub_price;year;mileage;engine_capacity;hp;fuel_type;gearbox;carbody;city;ad_living_time;transmission;color
36.0;https://auto.ru/cars/used/sale/bmw/x6/1105184123-6cd5b68f/;3990000.0;2016.0;75000.0;3.0;249.0;1.0;1.0;3.0;104.0;40 минут назад;0.0;1.0
15.0;https://auto.ru/cars/used/sale/kia/sportage/1105262283-1cb5f2bb/;1010000.0;2012.0;80000.0;2.0;136.0;1.0;1.0;3.0;97.0;45 минут назад;0.0;2.0
15.0;https://auto.ru/cars/used/sale/kia/sportage/1105036806-14d9119c/;1040000.0;2013.0;105000.0;2.0;184.0;1.0;3.0;3.0;26.0;1 час назад;0.0;1.0
12.0;https://auto.ru/cars/used/sale/skoda/octavia/1104790606-5bab7746/;890000.0;2015.0;109000.0;1.0;115.0;0.0;3.0;7.0;104.0;46 минут назад;1.0;8.0
26.0;https://auto.ru/cars/used/sale/toyota/land_cruiser_prado/1105048477-515c88c8/;2890000.0;2015.0;280000.0;2.7;163.0;0.0;3.0;3.0;104.0;22 минуты назад;0.0;1.0
54.0;https://auto.ru/cars/used/sale/audi/q5/1104909007-749d2408/;1440000.0;2012.0;118000.0;3.2;271.0;0.0;1.0;3.0;104.0;3 часа назад;0.0;8.0
55.0;https://auto.ru/cars/used/sale/hyundai/tucson/1104723662-0d3b3fc8/;1540000.0;2015.0;80000.0;1.7;115.0;1.0;3.0;3.0;104.0;46 минут назад;1.0;0.0
15.0;https://auto.ru/cars/used/sale/kia/ceed/1104902881-6ed7333d/;460000.0;2008.0;168000.0;1.6;115.0;0.0;3.0;16.0;104.0;2 часа назад;1.0;9.0
36.0;https://auto.ru/cars/used/sale/bmw/x5/1104779544-fd8a42cf/;5900000.0;2018.0;102000.0;3.0;340.0;0.0;1.0;3.0;104.0;2 часа назад;0.0;8.0
0.0;https://auto.ru/cars/used/sale/smart/fortwo/1105197141-55970e19/;490000.0;2009.0;144000.0;1.0;84.0;0.0;2.0;11.0;114.0;41 минута назад;2.0;1.0
40.0;https://auto.ru/cars/used/sale/citroen/c4/1104577564-674c0e68/;300000.0;2006.0;151000.0;1.6;109.0;1.0;3.0;1.0;104.0;23 минуты назад;1.0;8.0
55.0;https://auto.ru/cars/used/sale/hyundai/solaris/1104685562-40e42f4a/;760000.0;2018.0;40000.0;1.4;100.0;0.0;1.0;15.0;104.0;46 минут назад;1.0;11.0
61.0;https://auto.ru/cars/used/sale/ford/focus/1104883646-b8e8bd2c/;710000.0;2012.0;107000.0;2.0;140.0;1.0;2.0;15.0;104.0;46 минут назад;1.0;9.0
26.0;https://auto.ru/cars/used/sale/toyota/highlander/1104844723-395ec648/;4020000.0;2017.0;98000.0;3.5;295.0;0.0;1.0;3.0;114.0;7 минут назад;0.0;11.0
15.0;https://auto.ru/cars/used/sale/kia/soul/1105173047-89f77d13/;1510000.0;2018.0;63000.0;1.6;204.0;0.0;2.0;1.0;62.0;51 минута назад;1.0;11.0
33.0;https://auto.ru/cars/used/sale/lexus/rx/1104972221-f7e87ea0/;2020000.0;2015.0;114000.0;3.5;277.0;0.0;1.0;3.0;104.0;46 минут назад;1.0;11.0
55.0;https://auto.ru/cars/used/sale/hyundai/solaris/1104982719-76f3a762/;500000.0;2011.0;186000.0;1.4;107.0;0.0;1.0;15.0;26.0;1 час назад;1.0;8.0
45.0;https://auto.ru/cars/used/sale/ssang_yong/kyron/1105236252-44479147/;770000.0;2011.0;156000.0;2.3;150.0;0.0;1.0;3.0;114.0;34 минуты назад;0.0;9.0
48.0;https://auto.ru/cars/used/sale/vaz/2121/1104853093-5dadc44e/;550000.0;2017.0;37000.0;1.6;73.0;0.0;3.0;10.0;114.0;22 минуты назад;0.0;6.0
51.0;https://auto.ru/cars/used/sale/nissan/qashqai/1104989758-80f0f948/;1420000.0;2018.0;98000.0;1.6;163.0;0.0;3.0;3.0;104.0;46 минут назад;1.0;1.0
48.0;https://auto.ru/cars/used/sale/vaz/vesta/1105096298-6014ef4e/;960000.0;2019.0;36000.0;1.8;122.0;0.0;2.0;16.0;114.0;2 часа назад;1.0;8.0
8.0;https://auto.ru/cars/used/sale/land_rover/range_rover/1105171945-1b4fc078/;;2015.0;224000.0;3.0;340.0;0.0;1.0;3.0;135.0;NODATA;0.0;8.0
55.0;https://auto.ru/cars/used/sale/hyundai/i30/1104759286-5a37b814/;1040000.0;2016.0;77000.0;1.6;135.0;0.0;3.0;1.0;104.0;46 минут назад;1.0;11.0
49.0;https://auto.ru/cars/used/sale/volkswagen/tiguan/1104240881-90d24684/;1130000.0;2013.0;175000.0;1.4;150.0;0.0;3.0;3.0;104.0;32 минуты назад;1.0;9.0
45.0;https://auto.ru/cars/used/sale/ssang_yong/actyon/1105287044-f2683bdb/;830000.0;2013.0;173000.0;2.0;149.0;1.0;3.0;3.0;114.0;23 минуты назад;1.0;8.0
49.0;https://auto.ru/cars/used/sale/volkswagen/tiguan/1105197334-d94f1fc4/;1620000.0;2016.0;100000.0;1.4;160.0;0.0;3.0;3.0;104.0;22 минуты назад;0.0;9.0
49.0;https://auto.ru/cars/used/sale/volkswagen/polo/1104858260-d762e1e6/;950000.0;2019.0;69000.0;1.6;105.0;0.0;3.0;15.0;104.0;4 минуты назад;1.0;0.0
48.0;https://auto.ru/cars/used/sale/vaz/kalina/1104959911-05ba4fb0/;460000.0;2015.0;101000.0;1.6;106.0;0.0;2.0;16.0;26.0;1 час назад;1.0;8.0
49.0;https://auto.ru/cars/used/sale/volkswagen/polo/1104956333-342a4404/;1460000.0;2021.0;1000.0;1.6;110.0;0.0;1.0;7.0;104.0;1 час назад;1.0;8.0
12.0;https://auto.ru/cars/used/sale/skoda/rapid/1104042153-e9795c50/;1340000.0;2020.0;10000.0;1.4;125.0;0.0;2.0;7.0;104.0;1 час назад;1.0;9.0
15.0;https://auto.ru/cars/used/sale/kia/optima/1104722619-3701e116/;1010000.0;2013.0;127000.0;2.4;159.0;3.0;1.0;15.0;104.0;46 минут назад;1.0;8.0
8.0;https://auto.ru/cars/used/sale/land_rover/range_rover/1103972949-afb7eb73/;3410000.0;2014.0;146000.0;3.0;258.0;1.0;1.0;3.0;104.0;32 минуты назад;0.0;11.0
49.0;https://auto.ru/cars/used/sale/volkswagen/golf_plus/1105272470-be39b379/;730000.0;2010.0;174000.0;1.6;102.0;0.0;3.0;1.0;104.0;22 минуты назад;1.0;5.0
6.0;https://auto.ru/cars/used/sale/honda/cr_v/1104772752-3a771ea0/;880000.0;2007.0;131000.0;2.0;150.0;0.0;1.0;3.0;104.0;1 час назад;1.0;1.0
55.0;https://auto.ru/cars/used/sale/hyundai/ix35/1103808109-92043bd7/;1040000.0;2013.0;234000.0;2.4;178.0;0.0;1.0;3.0;114.0;22 минуты назад;0.0;8.0
18.0;https://auto.ru/cars/used/sale/renault/kaptur/1105271775-84c0d2fd/;1420000.0;2018.0;40000.0;2.0;143.0;0.0;3.0;3.0;114.0;48 минут назад;0.0;3.0
26.0;https://auto.ru/cars/used/sale/toyota/rav_4/1105139379-137e96b6/;2320000.0;2017.0;132000.0;2.2;150.0;1.0;1.0;3.0;104.0;22 минуты назад;0.0;1.0
1.0;https://auto.ru/cars/used/sale/daewoo/matiz/1105227708-025e2ae2/;120000.0;2009.0;52000.0;0.8;52.0;0.0;1.0;1.0;114.0;6 минут назад;1.0;8.0
15.0;https://auto.ru/cars/used/sale/kia/ceed/1104902881-6ed7333d/;460000.0;2008.0;168000.0;1.6;115.0;0.0;3.0;16.0;104.0;2 часа назад;1.0;9.0
6.0;https://auto.ru/cars/used/sale/honda/cr_v/1104772752-3a771ea0/;880000.0;2007.0;131000.0;2.0;150.0;0.0;1.0;3.0;104.0;1 час назад;1.0;1.0
55.0;https://auto.ru/cars/used/sale/hyundai/ix35/1103808109-92043bd7/;1040000.0;2013.0;234000.0;2.4;178.0;0.0;1.0;3.0;114.0;22 минуты назад;0.0;8.0
52.0;https://auto.ru/cars/used/sale/suzuki/grand_vitara/1104118507-71bf4d99/;650000.0;2008.0;168000.0;2.4;169.0;0.0;1.0;3.0;113.0;57 минут назад;2.0;1.0
15.0;https://auto.ru/cars/used/sale/kia/optima/1104722619-3701e116/;1010000.0;2013.0;127000.0;2.4;159.0;3.0;1.0;15.0;104.0;46 минут назад;1.0;8.0
7.0;https://auto.ru/cars/used/sale/porsche/macan/1105282679-151e43a3/;;2016.0;29000.0;3.0;360.0;0.0;2.0;3.0;135.0;NODATA;0.0;5.0
56.0;https://auto.ru/cars/used/sale/jeep/grand_cherokee/1104242748-d1d10dfc/;870000.0;2008.0;172000.0;4.7;238.0;0.0;1.0;3.0;113.0;51 минута назад;2.0;1.0
48.0;https://auto.ru/cars/used/sale/vaz/vesta/1104612249-d97254bf/;440000.0;2016.0;81000.0;1.8;122.0;0.0;2.0;15.0;26.0;1 час назад;1.0;11.0
18.0;https://auto.ru/cars/used/sale/renault/kaptur/1105271775-84c0d2fd/;1420000.0;2018.0;40000.0;2.0;143.0;0.0;3.0;3.0;114.0;49 минут назад;0.0;3.0
12.0;https://auto.ru/cars/used/sale/skoda/octavia/1105126372-5df16805/;480000.0;2008.0;249000.0;1.4;75.0;0.0;3.0;7.0;104.0;47 минут назад;1.0;8.0
48.0;https://auto.ru/cars/used/sale/vaz/2170/1104890768-ac0ea240/;400000.0;2016.0;158000.0;1.6;87.0;0.0;3.0;15.0;26.0;1 час назад;1.0;11.0
26.0;https://auto.ru/cars/used/sale/toyota/rav_4/1105139379-137e96b6/;2320000.0;2017.0;132000.0;2.2;150.0;1.0;1.0;3.0;104.0;22 минуты назад;0.0;1.0
55.0;https://auto.ru/cars/used/sale/hyundai/creta/1105134128-2863adc9/;1450000.0;2020.0;78000.0;2.0;149.0;0.0;1.0;3.0;5.0;6 минут назад;1.0;1.0
51.0;https://auto.ru/cars/used/sale/nissan/pathfinder/1104972217-536d619e/;1140000.0;2011.0;257000.0;2.5;190.0;1.0;1.0;3.0;104.0;46 минут назад;2.0;1.0
37.0;https://auto.ru/cars/used/sale/volvo/c30/1104662358-3637d64b/;510000.0;2007.0;173000.0;2.0;145.0;0.0;2.0;11.0;104.0;1 час назад;1.0;11.0
48.0;https://auto.ru/cars/used/sale/vaz/vesta/1104968472-f523cb10/;1050000.0;2020.0;27000.0;1.6;106.0;0.0;3.0;16.0;122.0;1 час назад;1.0;8.0
57.0;https://auto.ru/cars/used/sale/uaz/patriot/1104830136-a5bce577/;770000.0;2017.0;46000.0;2.7;150.0;0.0;3.0;3.0;79.0;36 минут назад;0.0;5.0
26.0;https://auto.ru/cars/used/sale/toyota/camry/1104216079-be36546b/;1230000.0;2014.0;180000.0;2.5;154.0;3.0;0.0;15.0;104.0;56 минут назад;1.0;11.0
61.0;https://auto.ru/cars/used/sale/ford/mondeo/1105131562-c36b7ccf/;690000.0;2012.0;178000.0;1.6;160.0;0.0;3.0;15.0;5.0;56 минут назад;1.0;1.0
61.0;https://auto.ru/cars/used/sale/ford/fusion/1105209739-59b81723/;350000.0;2008.0;265000.0;1.2;75.0;0.0;3.0;1.0;114.0;39 минут назад;1.0;2.0
15.0;https://auto.ru/cars/used/sale/kia/optima/1104771560-98fd6085/;1580000.0;2017.0;71000.0;2.0;150.0;0.0;3.0;15.0;104.0;32 минуты назад;1.0;9.0
15.0;https://auto.ru/cars/used/sale/kia/rio/1105090646-48576768/;1180000.0;2018.0;51000.0;1.6;123.0;0.0;1.0;1.0;62.0;1 час назад;1.0;2.0
12.0;https://auto.ru/cars/used/sale/skoda/octavia/1105041031-4c9ce32e/;1270000.0;2015.0;126000.0;1.8;180.0;0.0;2.0;7.0;5.0;1 час назад;0.0;5.0
36.0;https://auto.ru/cars/used/sale/bmw/x6/1103498403-2a8accc9/;7590000.0;2020.0;33000.0;3.0;249.0;1.0;1.0;3.0;135.0;4 часа назад;0.0;11.0
55.0;https://auto.ru/cars/used/sale/hyundai/getz/1104846632-186d7cc8/;370000.0;2008.0;202000.0;1.4;97.0;0.0;1.0;1.0;104.0;46 минут назад;1.0;3.0
49.0;https://auto.ru/cars/used/sale/volkswagen/passat_cc/1105219871-021d08c2/;830000.0;2011.0;153000.0;2.0;210.0;0.0;2.0;15.0;114.0;44 минуты назад;1.0;1.0
20.0;https://auto.ru/cars/used/sale/opel/insignia/1105158623-6dd1e7e3/;660000.0;2009.0;132000.0;2.8;260.0;0.0;1.0;15.0;104.0;48 минут назад;0.0;1.0
13.0;https://auto.ru/cars/used/sale/mazda/3/1105003866-99297588/;450000.0;2006.0;205000.0;2.3;156.0;0.0;1.0;15.0;104.0;22 минуты назад;1.0;1.0
18.0;https://auto.ru/cars/used/sale/renault/duster/1104836851-28a934b8/;450000.0;2013.0;205000.0;2.0;135.0;0.0;3.0;3.0;122.0;1 час назад;0.0;1.0
50.0;https://auto.ru/cars/used/sale/chevrolet/cruze/1105159295-19de1315/;640000.0;2014.0;158000.0;1.8;141.0;0.0;1.0;15.0;104.0;47 минут назад;1.0;0.0
27.0;https://auto.ru/cars/used/sale/mercedes/m_klasse/1105172582-add99ea7/;2750000.0;2014.0;181000.0;3.0;225.0;1.0;1.0;3.0;104.0;22 минуты назад;0.0;5.0
48.0;https://auto.ru/cars/used/sale/vaz/2170/1104930817-691e245e/;200000.0;2011.0;221000.0;1.6;98.0;0.0;3.0;16.0;122.0;1 час назад;1.0;11.0
9.0;https://auto.ru/cars/used/sale/mitsubishi/lancer/1105022896-70d12373/;680000.0;2011.0;120000.0;1.6;117.0;0.0;1.0;15.0;113.0;51 минута назад;1.0;1.0
55.0;https://auto.ru/cars/used/sale/hyundai/ix35/1105069417-50a1f5e4/;1120000.0;2012.0;120000.0;2.0;150.0;0.0;3.0;3.0;97.0;45 минут назад;1.0;2.0
34.0;https://auto.ru/cars/used/sale/geely/atlas/1104574984-507aff49/;1420000.0;2018.0;114000.0;2.0;139.0;0.0;3.0;3.0;104.0;1 час назад;1.0;2.0
18.0;https://auto.ru/cars/used/sale/renault/kaptur/1105058480-048df49d/;1300000.0;2016.0;116000.0;2.0;143.0;0.0;3.0;3.0;97.0;45 минут назад;0.0;12.0
50.0;https://auto.ru/cars/used/sale/chevrolet/cruze/1104965630-02864a52/;750000.0;2013.0;166000.0;2.0;163.0;1.0;1.0;16.0;104.0;1 час назад;1.0;2.0
9.0;https://auto.ru/cars/used/sale/mitsubishi/asx/1104894156-56ebf5a8/;950000.0;2014.0;79000.0;1.6;117.0;0.0;3.0;3.0;97.0;45 минут назад;1.0;1.0
18.0;https://auto.ru/cars/used/sale/renault/duster/1105073515-53f1e557/;1660000.0;2020.0;8000.0;1.6;114.0;0.0;3.0;3.0;48.0;1 час назад;0.0;6.0
49.0;https://auto.ru/cars/used/sale/volkswagen/tiguan/1105133762-0f981ea6/;2310000.0;2020.0;69000.0;2.0;115.0;1.0;3.0;3.0;104.0;7 минут назад;1.0;11.0
55.0;https://auto.ru/cars/used/sale/hyundai/getz/1104846632-186d7cc8/;370000.0;2008.0;202000.0;1.4;97.0;0.0;1.0;1.0;104.0;46 минут назад;1.0;3.0
50.0;https://auto.ru/cars/used/sale/chevrolet/cruze/1105159295-19de1315/;640000.0;2014.0;158000.0;1.8;141.0;0.0;1.0;15.0;104.0;47 минут назад;1.0;0.0
20.0;https://auto.ru/cars/used/sale/opel/insignia/1105158623-6dd1e7e3/;660000.0;2009.0;132000.0;2.8;260.0;0.0;1.0;15.0;104.0;48 минут назад;0.0;1.0
9.0;https://auto.ru/cars/used/sale/mitsubishi/asx/1104894156-56ebf5a8/;950000.0;2014.0;79000.0;1.6;117.0;0.0;3.0;3.0;97.0;45 минут назад;1.0;1.0
15.0;https://auto.ru/cars/used/sale/kia/ceed/1105067188-cb8b9a1b/;500000.0;2008.0;179000.0;2.0;140.0;1.0;3.0;16.0;104.0;47 минут назад;1.0;0.0
50.0;https://auto.ru/cars/used/sale/chevrolet/cruze/1104965630-02864a52/;750000.0;2013.0;166000.0;2.0;163.0;1.0;1.0;16.0;104.0;1 час назад;1.0;2.0
48.0;https://auto.ru/cars/used/sale/vaz/vesta/1103863281-f25b84c0/;490000.0;2016.0;164000.0;1.8;122.0;0.0;2.0;15.0;113.0;1 час назад;1.0;2.0
20.0;https://auto.ru/cars/used/sale/opel/corsa/1104132877-9c79e39a/;520000.0;2012.0;89000.0;1.2;83.0;2.0;3.0;1.0;104.0;1 час назад;1.0;0.0
54.0;https://auto.ru/cars/used/sale/audi/q7/1105180056-12b9dfe3/;2210000.0;2012.0;172000.0;3.6;280.0;0.0;3.0;3.0;88.0;8 минут назад;0.0;5.0
26.0;https://auto.ru/cars/used/sale/toyota/camry/1105209741-8e91cb01/;1460000.0;2015.0;215000.0;2.5;181.0;0.0;1.0;15.0;114.0;46 минут назад;1.0;1.0
15.0;https://auto.ru/cars/used/sale/kia/cerato/1104924953-ece3ca85/;1170000.0;2017.0;85000.0;1.6;130.0;0.0;1.0;15.0;26.0;1 час назад;1.0;11.0
33.0;https://auto.ru/cars/used/sale/lexus/rx/1104911409-b51ec987/;;2017.0;43000.0;2.0;238.0;0.0;1.0;3.0;135.0;NODATA;0.0;11.0
15.0;https://auto.ru/cars/used/sale/kia/sportage/1104689052-194f164d/;1390000.0;2016.0;109000.0;1.6;177.0;0.0;3.0;3.0;122.0;1 час назад;0.0;5.0
15.0;https://auto.ru/cars/used/sale/kia/soul/1104844798-fae650c7/;1110000.0;2017.0;68000.0;1.6;132.0;0.0;1.0;1.0;79.0;36 минут назад;1.0;8.0
55.0;https://auto.ru/cars/used/sale/hyundai/creta/1105205815-88736c77/;1500000.0;2017.0;102000.0;1.6;128.0;1.0;1.0;3.0;97.0;45 минут назад;1.0;1.0
18.0;https://auto.ru/cars/used/sale/renault/duster/1104256262-2f6142b3/;1040000.0;2016.0;104000.0;1.5;109.0;1.0;3.0;3.0;125.0;1 час назад;0.0;11.0
49.0;https://auto.ru/cars/used/sale/volkswagen/tiguan/1105159236-5e0486ef/;1020000.0;2011.0;114000.0;2.0;110.0;1.0;3.0;3.0;21.0;1 час назад;1.0;0.0
7.0;https://auto.ru/cars/used/sale/porsche/cayman/1104838957-125a8735/;7590000.0;2019.0;16000.0;2.0;300.0;0.0;2.0;2.0;132.0;1 час назад;2.0;13.0
9.0;https://auto.ru/cars/used/sale/mitsubishi/outlander/1104987868-9132230c/;1400000.0;2014.0;74000.0;2.4;167.0;0.0;0.0;3.0;72.0;1 час назад;1.0;2.0
51.0;https://auto.ru/cars/used/sale/nissan/x_trail/1104703098-accbcc37/;870000.0;2007.0;225000.0;2.5;169.0;0.0;3.0;3.0;104.0;1 час назад;0.0;2.0
26.0;https://auto.ru/cars/used/sale/toyota/corolla/1104685573-6291fcce/;920000.0;2012.0;221000.0;1.3;101.0;0.0;3.0;15.0;104.0;46 минут назад;1.0;9.0
54.0;https://auto.ru/cars/used/sale/audi/q5/1105204659-5cb5d321/;1360000.0;2009.0;98000.0;2.0;180.0;0.0;3.0;3.0;5.0;1 час назад;0.0;1.0
55.0;https://auto.ru/cars/used/sale/hyundai/tucson/1104639950-38a0dff8/;1750000.0;2017.0;142000.0;1.6;177.0;0.0;3.0;3.0;125.0;1 час назад;0.0;0.0
48.0;https://auto.ru/cars/used/sale/vaz/granta/1104960200-e84ade71/;520000.0;2019.0;75000.0;1.6;98.0;0.0;1.0;15.0;122.0;1 час назад;1.0;3.0
48.0;https://auto.ru/cars/used/sale/vaz/granta/1104803469-06da2c4f/;420000.0;2015.0;96000.0;1.6;98.0;0.0;3.0;15.0;125.0;1 час назад;1.0;11.0
9.0;https://auto.ru/cars/used/sale/mitsubishi/outlander/1104847902-ac540963/;1310000.0;2013.0;115000.0;2.4;167.0;0.0;0.0;3.0;124.0;3 часа назад;0.0;11.0
51.0;https://auto.ru/cars/used/sale/nissan/juke/1104211633-4ffe6c56/;840000.0;2012.0;163000.0;1.5;110.0;1.0;3.0;3.0;79.0;39 минут назад;1.0;11.0
51.0;https://auto.ru/cars/used/sale/nissan/x_trail/1104614964-40778328/;2270000.0;2019.0;44000.0;2.0;147.0;3.0;0.0;3.0;104.0;1 час назад;0.0;11.0
56.0;https://auto.ru/cars/used/sale/jeep/wrangler/1104835486-822158b6/;2690000.0;2013.0;165000.0;2.8;177.0;1.0;3.0;3.0;104.0;4 часа назад;0.0;11.0
40.0;https://auto.ru/cars/used/sale/citroen/c4_aircross/1104770900-648b7bd9/;830000.0;2013.0;143000.0;2.0;150.0;0.0;3.0;3.0;104.0;22 минуты назад;0.0;5.0
18.0;https://auto.ru/cars/used/sale/renault/duster/1105067214-1adedcf8/;1340000.0;2018.0;50000.0;2.0;143.0;0.0;1.0;3.0;97.0;45 минут назад;0.0;1.0
48.0;https://auto.ru/cars/used/sale/vaz/vesta/1104609286-4c6dc05e/;870000.0;2019.0;52000.0;1.6;106.0;0.0;3.0;16.0;125.0;1 час назад;1.0;11.0
20.0;https://auto.ru/cars/used/sale/opel/zafira/1104620124-88dd4c59/;500000.0;2011.0;153000.0;1.9;120.0;1.0;1.0;4.0;26.0;1 час назад;1.0;2.0
27.0;https://auto.ru/cars/used/sale/mercedes/c_klasse/1104076573-8d64a153/;2090000.0;2017.0;101000.0;2.0;184.0;0.0;1.0;15.0;5.0;55 минут назад;2.0;1.0
24.0;https://auto.ru/cars/used/sale/zaz/sens/1105157348-928e9330/;230000.0;2008.0;31000.0;1.3;70.0;0.0;3.0;15.0;125.0;1 час назад;1.0;0.0
51.0;https://auto.ru/cars/used/sale/nissan/x_trail/1105298552-1cbf85ff/;870000.0;2008.0;136000.0;2.0;137.0;0.0;0.0;3.0;104.0;14 минут назад;0.0;1.0
55.0;https://auto.ru/cars/used/sale/hyundai/solaris/1104844797-e4aca96a/;520000.0;2014.0;178000.0;1.4;107.0;0.0;1.0;15.0;79.0;36 минут назад;1.0;11.0
33.0;https://auto.ru/cars/used/sale/lexus/rx/1105256957-50b2ebac/;4400000.0;2020.0;4000.0;2.0;238.0;0.0;1.0;3.0;104.0;4 часа назад;1.0;8.0
51.0;https://auto.ru/cars/used/sale/nissan/x_trail/1105035883-72b9f5a6/;950000.0;2011.0;127000.0;2.0;141.0;0.0;0.0;3.0;104.0;1 час назад;0.0;1.0
12.0;https://auto.ru/cars/used/sale/skoda/octavia/1104822707-fbcc2654/;1800000.0;2017.0;71000.0;1.6;110.0;0.0;1.0;7.0;104.0;1 час назад;1.0;11.0
48.0;https://auto.ru/cars/used/sale/vaz/2131_4x4/1104644644-8ad02c09/;460000.0;2016.0;119000.0;1.9;75.0;1.0;3.0;3.0;113.0;1 час назад;0.0;5.0
48.0;https://auto.ru/cars/used/sale/vaz/granta/1104803469-06da2c4f/;420000.0;2015.0;96000.0;1.6;98.0;0.0;3.0;15.0;125.0;1 час назад;1.0;11.0
9.0;https://auto.ru/cars/used/sale/mitsubishi/outlander/1104847902-ac540963/;1310000.0;2013.0;115000.0;2.4;167.0;0.0;0.0;3.0;124.0;3 часа назад;0.0;11.0
50.0;https://auto.ru/cars/used/sale/chevrolet/niva/1104052367-bb644391/;420000.0;2016.0;158000.0;1.7;80.0;0.0;3.0;3.0;122.0;1 час назад;0.0;9.0
20.0;https://auto.ru/cars/used/sale/opel/zafira/1105160871-33d3e8c9/;510000.0;2008.0;229000.0;1.6;94.0;2.0;3.0;4.0;104.0;47 минут назад;1.0;0.0
12.0;https://auto.ru/cars/used/sale/skoda/superb/1105056816-54e59f1d/;1770000.0;2015.0;113000.0;2.0;150.0;1.0;3.0;7.0;21.0;1 час назад;1.0;5.0
55.0;https://auto.ru/cars/used/sale/hyundai/creta/1104994942-e322be6f/;1290000.0;2018.0;154000.0;1.6;121.0;0.0;1.0;3.0;62.0;1 час назад;0.0;1.0
40.0;https://auto.ru/cars/used/sale/citroen/c4/1104894392-a68fa86c/;1060000.0;2017.0;44000.0;1.6;115.0;0.0;1.0;15.0;113.0;1 час назад;1.0;11.0
57.0;https://auto.ru/cars/used/sale/uaz/patriot/1104709794-b5ebdb68/;480000.0;2014.0;103000.0;2.7;128.0;0.0;3.0;3.0;113.0;1 час назад;0.0;1.0
61.0;https://auto.ru/cars/used/sale/ford/focus/1104835851-1eff4d1b/;410000.0;2008.0;160000.0;1.6;115.0;0.0;3.0;15.0;104.0;56 минут назад;1.0;1.0
26.0;https://auto.ru/cars/used/sale/toyota/rav_4/1104835916-b6f93101/;1790000.0;2017.0;87000.0;2.0;146.0;0.0;0.0;3.0;113.0;1 час назад;1.0;1.0
11.0;https://auto.ru/cars/used/sale/haval/h6_coupe/1104957414-64d68c7b/;1650000.0;2018.0;48000.0;2.0;190.0;0.0;2.0;3.0;104.0;1 час назад;1.0;1.0
55.0;https://auto.ru/cars/used/sale/hyundai/tucson/1104802581-d3859652/;1700000.0;2018.0;61000.0;1.6;115.0;1.0;3.0;3.0;104.0;1 час назад;1.0;1.0
50.0;https://auto.ru/cars/used/sale/chevrolet/cobalt/1105197347-c52c3462/;440000.0;2013.0;177000.0;1.5;105.0;0.0;3.0;15.0;125.0;1 час назад;1.0;2.0
9.0;https://auto.ru/cars/used/sale/mitsubishi/pajero/1104829312-e0e1f7bb/;810000.0;2006.0;120000.0;3.5;202.0;0.0;3.0;3.0;104.0;4 часа назад;0.0;8.0
16.0;https://auto.ru/cars/used/sale/rolls_royce/phantom/1100864694-3e8e24f7/;10500000.0;2008.0;43000.0;6.8;460.0;0.0;1.0;2.0;104.0;2 часа назад;2.0;1.0
18.0;https://auto.ru/cars/used/sale/renault/duster/1103854477-be271561/;630000.0;2014.0;176000.0;2.0;135.0;0.0;1.0;3.0;113.0;1 час назад;0.0;11.0
49.0;https://auto.ru/cars/used/sale/volkswagen/polo/1104620123-878d3973/;500000.0;2012.0;198000.0;1.6;105.0;0.0;1.0;15.0;26.0;1 час назад;1.0;1.0
27.0;https://auto.ru/cars/used/sale/mercedes/e_klasse/1105230403-38fa5c67/;;2019.0;36000.0;3.0;258.0;1.0;1.0;15.0;135.0;NODATA;2.0;1.0
15.0;https://auto.ru/cars/used/sale/kia/ceed/1104639537-7851fa3e/;1070000.0;2017.0;65000.0;1.6;130.0;0.0;1.0;1.0;113.0;1 час назад;1.0;0.0
31.0;https://auto.ru/cars/used/sale/peugeot/3008/1104880860-17e1b7dd/;780000.0;2011.0;86000.0;1.6;112.0;1.0;2.0;3.0;104.0;1 час назад;1.0;11.0
54.0;https://auto.ru/cars/used/sale/audi/a5/1105196468-a0e27c25/;1990000.0;2014.0;180000.0;2.0;225.0;0.0;0.0;7.0;5.0;1 час назад;1.0;11.0
20.0;https://auto.ru/cars/used/sale/opel/antara/1104210551-132ccefc/;690000.0;2013.0;236000.0;2.2;163.0;1.0;1.0;3.0;122.0;1 час назад;0.0;1.0
9.0;https://auto.ru/cars/used/sale/mitsubishi/outlander/1104240612-191a6224/;1570000.0;2017.0;90000.0;2.4;167.0;0.0;0.0;3.0;104.0;3 часа назад;0.0;11.0
27.0;https://auto.ru/cars/used/sale/mercedes/glb_klasse/1105142205-be69fcee/;4090000.0;2020.0;20000.0;2.0;150.0;1.0;2.0;3.0;104.0;1 час назад;1.0;11.0
49.0;https://auto.ru/cars/used/sale/volkswagen/transporter/1105020106-04096658/;1200000.0;2012.0;320000.0;2.0;180.0;1.0;3.0;9.0;21.0;1 час назад;0.0;1.0
50.0;https://auto.ru/cars/used/sale/chevrolet/epica/1104819610-bb3f60d7/;430000.0;2010.0;234000.0;2.0;143.0;0.0;3.0;15.0;21.0;1 час назад;1.0;11.0
51.0;https://auto.ru/cars/used/sale/nissan/x_trail/1105108865-873fb247/;1740000.0;2016.0;98000.0;2.0;147.0;3.0;0.0;3.0;104.0;22 минуты назад;0.0;1.0
